event_id,case_id,activity,timestamp,duration_minutes,user_id,team,application_used,screen_name,event_type,status
E-000000188,C-0000023,Document Review,2025-10-21 22:55:32.013002300,30.06,U-0045,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000189,C-0000023,Approval,2025-10-21 23:40:18.837934849,20.61,U-0042,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000190,C-0000023,Payment Processing,2025-10-22 04:35:49.825001378,8.18,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000191,C-0000023,Case Closed,2025-10-22 04:46:27.263664389,4.64,U-0019,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000192,C-0000024,Claim Received,2025-10-13 13:36:41.679580296,3.15,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000193,C-0000024,Eligibility Check,2025-10-13 13:52:24.729182844,12.08,U-0050,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000194,C-0000024,Document Intake,2025-10-13 14:06:35.507596605,3.94,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000195,C-0000024,Document Review,2025-10-13 16:16:45.038513244,43.56,U-0064,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000196,C-0000024,Approval,2025-10-13 17:55:12.379129023,19.27,U-0092,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000197,C-0000024,Payment Processing,2025-10-13 21:58:11.043865350,6.9,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000198,C-0000024,Case Closed,2025-10-13 22:20:47.382930814,3.72,U-0046,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000199,C-0000025,Claim Received,2025-10-15 07:45:28.315616876,4.59,U-0060,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000200,C-0000025,Eligibility Check,2025-10-15 08:00:03.103043954,17.68,U-0039,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000201,C-0000025,Document Intake,2025-10-15 09:36:29.081766726,8.31,U-0099,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000202,C-0000025,Document Review,2025-10-15 13:15:58.306043130,20.14,U-0043,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000203,C-0000025,Medical Necessity Review,2025-10-16 01:43:38.516004748,68.16,U-0033,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000204,C-0000025,Nurse Review,2025-10-16 12:38:12.031711149,49.69,U-0072,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000205,C-0000025,Medical Director Review,2025-10-17 04:44:37.378224946,98.11,U-0027,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000206,C-0000025,Approval,2025-10-17 08:18:40.374152087,7.95,U-0008,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000207,C-0000025,Payment Processing,2025-10-17 16:41:29.763133011,26.27,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000208,C-0000025,Case Closed,2025-10-17 17:37:13.188262218,4.8,U-0001,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000209,C-0000026,Claim Received,2025-09-13 21:01:59.465651878,1.84,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000210,C-0000026,Eligibility Check,2025-09-13 21:47:04.514519208,5.43,U-0037,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000211,C-0000026,Document Intake,2025-09-13 22:40:08.244429661,6.96,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000212,C-0000026,Document Review,2025-09-14 03:04:31.253798832,29.16,U-0055,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000213,C-0000026,Approval,2025-09-14 06:12:03.964784416,16.62,U-0054,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000214,C-0000026,Payment Processing,2025-09-14 09:48:05.000766938,6.77,U-0024,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000215,C-0000026,Case Closed,2025-09-14 10:21:35.384385881,2.88,U-0008,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000216,C-0000027,Claim Received,2025-07-02 20:48:19.915432450,3.89,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000217,C-0000027,Eligibility Check,2025-07-02 21:37:43.649927378,7.49,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000218,C-0000027,Document Intake,2025-07-02 23:38:25.852931324,13.02,U-0098,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000219,C-0000027,Document Review,2025-07-03 01:23:08.236056555,25.02,U-0014,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000220,C-0000027,Medical Necessity Review,2025-07-03 10:57:45.948211850,121.14,U-0093,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000221,C-0000027,Nurse Review,2025-07-03 15:50:43.773771748,44.61,U-0097,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000222,C-0000027,Medical Necessity Review,2025-07-03 23:19:29.674069513,41.04,U-0015,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000223,C-0000027,Nurse Review,2025-07-04 01:54:45.749516791,91.03,U-0072,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000224,C-0000027,Medical Director Review,2025-07-04 15:49:28.138857360,76.84,U-0038,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000225,C-0000027,Denial,2025-07-04 19:35:29.974218249,11.53,U-0055,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000226,C-0000027,Case Closed,2025-07-04 19:49:58.533817526,4.5,U-0092,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000227,C-0000028,Claim Received,2025-10-19 03:00:49.445941127,3.99,U-0086,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000228,C-0000028,Eligibility Check,2025-10-19 03:19:21.764104622,9.04,U-0091,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000229,C-0000028,Document Intake,2025-10-19 04:02:35.989540383,6.49,U-0028,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000230,C-0000028,Document Review,2025-10-19 08:30:07.871468155,52.52,U-0056,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000231,C-0000028,Medical Necessity Review,2025-10-19 23:20:30.562673634,66.98,U-0033,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000232,C-0000028,Nurse Review,2025-10-20 19:54:58.765145360,57.94,U-0034,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000233,C-0000028,Medical Director Review,2025-10-20 22:54:47.493756313,209.82,U-0038,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000234,C-0000028,Approval,2025-10-21 03:49:29.530950276,16.28,U-0021,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000235,C-0000028,Payment Processing,2025-10-21 07:24:28.841499811,15.54,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000236,C-0000028,Case Closed,2025-10-21 07:49:05.960079525,5.61,U-0001,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000237,C-0000029,Claim Received,2025-10-14 08:52:57.351854610,4.27,U-0028,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000238,C-0000029,Eligibility Check,2025-10-14 09:05:58.457036434,23.38,U-0089,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000239,C-0000029,Document Intake,2025-10-14 09:57:14.200339914,9.76,U-0018,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000240,C-0000029,Document Review,2025-10-14 10:45:08.901114405,42.14,U-0092,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000241,C-0000029,Denial,2025-10-14 13:03:57.511615915,23.74,U-0019,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000242,C-0000029,Case Closed,2025-10-14 13:38:49.094391005,9.52,U-0003,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000243,C-0000030,Claim Received,2025-12-19 04:12:09.644809752,3.58,U-0018,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000244,C-0000030,Eligibility Check,2025-12-19 04:33:30.364057038,3.75,U-0036,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000245,C-0000030,Document Intake,2025-12-19 04:54:15.913706961,13.61,U-0028,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000246,C-0000030,Document Review,2025-12-19 08:57:11.320228756,45.61,U-0001,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000247,C-0000030,Approval,2025-12-19 10:00:07.319527638,19.74,U-0046,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000248,C-0000030,Payment Processing,2025-12-19 19:16:35.978872097,19.74,U-0023,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000249,C-0000030,Case Closed,2025-12-19 19:40:39.970753598,3.08,U-0021,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000250,C-0000031,Claim Received,2025-10-01 06:49:30.642643753,4.59,U-0005,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000251,C-0000031,Eligibility Check,2025-10-01 08:04:37.852522248,8.02,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000252,C-0000031,Document Intake,2025-10-01 08:45:56.327896753,7.36,U-0069,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000253,C-0000031,Document Review,2025-10-01 13:43:20.110221686,43.15,U-0021,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000254,C-0000031,Medical Necessity Review,2025-10-01 15:05:32.234008543,46.21,U-0002,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000255,C-0000031,Nurse Review,2025-10-01 17:20:47.780994378,56.89,U-0047,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000256,C-0000031,Denial,2025-10-01 18:59:10.432317356,8.25,U-0040,Claims Adjudication,ClaimsCore,denial,Task Completed,Completed
E-000000257,C-0000031,Case Closed,2025-10-01 19:12:40.439950146,6.02,U-0053,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000258,C-0000032,Claim Received,2025-09-24 13:56:12.271151582,4.67,U-0069,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000259,C-0000032,Eligibility Check,2025-09-24 14:48:06.708047121,10.45,U-0016,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000260,C-0000032,Document Intake,2025-09-24 17:11:32.636236235,4.17,U-0099,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000261,C-0000032,Document Review,2025-09-24 19:14:57.866518572,22.77,U-0056,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000262,C-0000032,Approval,2025-09-24 23:07:22.658730453,11.13,U-0073,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000263,C-0000032,Payment Processing,2025-09-25 04:29:47.116016070,11.34,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000264,C-0000032,Case Closed,2025-09-25 05:04:14.405230889,7.35,U-0003,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000265,C-0000033,Claim Received,2025-07-13 09:17:08.587592361,3.74,U-0060,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000266,C-0000033,Eligibility Check,2025-07-13 11:05:19.506817128,10.85,U-0050,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000267,C-0000033,Document Intake,2025-07-13 12:51:33.464448298,9.72,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000268,C-0000033,Document Review,2025-07-13 17:45:39.081972995,37.84,U-0092,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000269,C-0000033,Approval,2025-07-13 19:55:32.118547260,11.83,U-0019,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000270,C-0000033,Payment Processing,2025-07-13 23:59:39.753919616,24.78,U-0032,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000271,C-0000033,Case Closed,2025-07-14 00:50:08.489194740,14.53,U-0021,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000272,C-0000034,Claim Received,2025-08-06 00:08:21.147583246,2.45,U-0005,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000273,C-0000034,Eligibility Check,2025-08-06 00:19:48.062191722,11.44,U-0050,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000274,C-0000034,Document Intake,2025-08-06 01:23:32.590522322,6.79,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000275,C-0000034,Document Review,2025-08-06 05:56:41.848610372,55.57,U-0081,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000276,C-0000034,Medical Necessity Review,2025-08-06 09:54:08.750703632,41.2,U-0011,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000277,C-0000034,Approval,2025-08-06 10:55:22.086378037,9.79,U-0030,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000278,C-0000034,Payment Processing,2025-08-06 14:25:13.861436444,17.45,U-0012,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000279,C-0000034,Case Closed,2025-08-06 15:05:28.533534645,6.31,U-0007,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000280,C-0000035,Claim Received,2025-08-31 20:44:54.540966702,7.9,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000281,C-0000035,Eligibility Check,2025-08-31 21:03:21.313383135,7.08,U-0059,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000282,C-0000035,Document Intake,2025-08-31 21:51:59.891878620,4.09,U-0060,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000283,C-0000035,Document Review,2025-08-31 23:49:16.917427124,40.25,U-0092,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000284,C-0000035,Medical Necessity Review,2025-09-01 14:12:59.428561801,81.65,U-0077,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000285,C-0000035,Approval,2025-09-01 16:30:08.805072413,12.09,U-0031,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000286,C-0000035,Payment Processing,2025-09-02 01:01:40.715648467,13.02,U-0006,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000287,C-0000035,Case Closed,2025-09-02 02:23:16.774455597,8.5,U-0001,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000288,C-0000036,Claim Received,2025-09-08 00:42:20.494847085,2.72,U-0085,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000289,C-0000036,Eligibility Check,2025-09-08 01:22:45.107453966,10.67,U-0074,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
E-000000290,C-0000036,Document Intake,2025-09-08 01:48:09.258312485,9.96,U-0085,Intake Operations,DocuScan,document_intake,Task Completed,Completed
E-000000291,C-0000036,Document Review,2025-09-08 03:25:53.172579555,79.71,U-0045,Claims Adjudication,DocuScan,document_review,Task Completed,Completed
E-000000292,C-0000036,Medical Necessity Review,2025-09-08 07:58:05.191155604,76.22,U-0094,Clinical Review,PolicyRules,medical_necessity_review,Task Completed,Completed
E-000000293,C-0000036,Nurse Review,2025-09-08 12:05:12.911670350,88.84,U-0022,Clinical Review,PolicyRules,nurse_review,Task Completed,Completed
E-000000294,C-0000036,Medical Director Review,2025-09-08 23:54:26.620994795,181.62,U-0035,Medical Directors,PolicyRules,medical_director_review,Task Completed,Completed
E-000000295,C-0000036,Approval,2025-09-09 04:05:22.606741097,10.19,U-0092,Claims Adjudication,ClaimsCore,approval,Task Completed,Completed
E-000000296,C-0000036,Payment Processing,2025-09-09 10:58:46.348225043,14.87,U-0100,Payment Operations,PaymentHub,payment_processing,Task Completed,Completed
E-000000297,C-0000036,Case Closed,2025-09-09 11:19:12.784942975,7.7,U-0049,Claims Adjudication,ClaimsCore,case_closed,Case Completed,Closed
E-000000298,C-0000037,Claim Received,2025-09-05 09:00:15.815163399,4.41,U-0099,Intake Operations,ClaimsCore,claim_received,Case Created,Completed
E-000000299,C-0000037,Eligibility Check,2025-09-05 09:37:12.498215492,9.29,U-0009,Eligibility Operations,Member360,eligibility_check,Task Completed,Completed
